name	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
Pantoea_sp._SO10	0	0	1.15E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tatumella_ptyseos	0	0	0	0	0	0	0	0	0	1.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edwardsiella_ictaluri	0	0	0	0	0	0	0	8.79E-07	0	0	1.83E-06	0	0	0	0	0	0	1.82E-05	0	0	8.33E-07	0	0	0	0	0	0	0	0	1.34E-06
Edwardsiella_tarda	0	0	1.72E-06	0	0	0	0	0	0	3.09E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hafnia_alvei	0	3.53E-06	0	6.05E-06	0	0	0	0	0	6.02E-05	0	4.59E-05	0	0	1.18E-05	0	1.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Obesumbacterium_proteus	0	0	0	6.05E-06	0	0	0	0	0	0	0	1.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsenophonus_endosymbiont_of_Aphis_craccivora	0	0	0	0	0	0	0	0	0	1.54E-06	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morganella_morganii	0	0	1.09E-05	0	0	0	0	2.20E-06	2.96E-06	0	1.25E-05	0	1.08E-05	0	0	0	0	8.66E-05	3.06E-06	0	8.75E-06	2.62E-05	0	3.10E-06	0	0	1.45E-05	2.00E-06	0	2.68E-06
Proteus_mirabilis	0	0	4.88E-06	0	0	0	0	3.30E-05	2.12E-06	0	0	0	0	5.52E-06	0	0	1.07E-05	7.97E-06	1.17E-05	2.97E-05	1.17E-05	0	0	0	0	0	0	0	5.92E-06	5.16E-05
Proteus_penneri	0	2.82E-06	9.75E-06	2.75E-06	4.53E-06	0	0	5.54E-05	6.77E-06	0	0.000187577	0	1.94E-05	0	0	4.33E-06	0	3.82E-05	0.000173112	0	2.92E-05	8.11E-06	0	0	0	0	0	0	0	4.29E-05
Proteus_sp._NMG38-2	0	2.12E-06	4.88E-06	0	0	3.73E-06	0	7.91E-06	0	3.86E-06	1.53E-06	0	0	0	3.07E-06	0	0	0	9.70E-06	4.48E-06	1.67E-06	1.35E-06	0	0	0	3.55E-06	0	0	0	8.05E-06
Proteus_terrae	0	1.83E-05	6.71E-05	3.24E-05	0	2.61E-05	0	0.000112969	0.000187862	0.000653371	1.43E-05	0.00030132	1.81E-05	6.50E-06	0	0.000106249	0.000424923	0.000470959	7.66E-05	0	3.92E-05	1.11E-05	0.000103893	0	1.26E-05	0.000131844	3.09E-05	6.34E-06	6.71E-05	0.000278305
Proteus_vulgaris	0	9.87E-06	0	0	0	6.92E-06	0	0	0	0	0	4.37E-06	0	0	5.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	4.01E-06	0	0
Providencia_heimbachae	0	0	2.01E-06	0	1.51E-06	0	0	0	0	0	6.10E-07	4.37E-06	5.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia_huaxiensis	0	0	3.67E-05	0	0	0.000337428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia_rettgeri	4.10E-06	0	0	1.26E-05	0	0	1.76E-06	0	4.23E-06	0	7.63E-06	4.37E-06	6.04E-06	0	5.12E-06	6.25E-06	0	4.56E-06	0	0	2.08E-06	2.87E-06	0	0	0	0	0	0	0	4.02E-06
Providencia_sneebia	0	0	0	5.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia_stuartii	0	0	0	9.34E-06	0	0	4.98E-06	0	0	3.48E-05	0	0	0	0	4.61E-06	0	3.86E-05	0	5.52E-05	0	1.38E-05	0	0	0	0	0	7.93E-06	0	0	7.38E-05
Providencia_vermicola	1.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.30E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brenneria_rubrifaciens	0	0	0	0	5.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dickeya_dadantii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	8.38E-06	0
Dickeya_poaceiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	0	0
Dickeya_solani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	0	2.68E-06
Dickeya_sp._NCPPB_3274	0	0	0	0	0	0	0	0	0	0	0	1.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dickeya_zeae	0	0	0	0	0	0	0	3.96E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pectobacterium_atrosepticum	0	0	5.74E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71E-06	5.11E-07	0	0	0	0	0	0	0	0	0	0	0
Pectobacterium_brasiliense	0	0	1.15E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-06	0	0	0	0	2.18E-06	0	0	0	0	0	0	0
Pectobacterium_carotovorum	0	0	0	0	2.01E-06	2.66E-06	0	0	0	0	0	1.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06
Pectobacterium_colocasium	0	0	2.87E-07	0	0	0	0	0	0	1.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pectobacterium_parvum	0	0	0	0	0	0	0	0	0	0	6.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06
Pectobacterium_versatile	0	0	0	0	5.04E-07	0	0	0	0	1.54E-06	0	0	0	0	0	0	0	0	0	1.68E-06	8.33E-07	3.38E-07	0	0	0	0	0	0	0	0
Candidatus_Fukatsuia_symbiotica	1.54E-06	0	0	5.50E-07	0	5.32E-07	0	0	0	7.72E-07	3.05E-07	0	0	3.25E-07	0	0	0	0	5.11E-07	0	0	0	0	0	0	1.52E-06	0	0	9.86E-07	0
Nissabacter_sp._SGAir0207	0	0	0	0	0	0	0	0	0	0	0	0	2.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella_aceris	0	0	0	0	0	0	0	0	0	3.86E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella_aquatilis	0	0	0	0	0	0	0	0	0	7.72E-06	0	6.55E-06	0	0	0	0	7.38E-06	0	0	0	0	0	0	0	0	0	0	0	4.93E-06	0
Rahnella_inusitata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.62E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella_sp._ERMR1:05	0	0	0	0	0	0	0	0	0	3.09E-06	0	8.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella_victoriana	0	0	0	5.50E-07	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia_ficaria	0	0	0	0	0	0	3.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia_fonticola	0	2.12E-06	0	0	0	0	2.93E-07	0	0	0	0	1.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia_marcescens	0	1.20E-05	4.02E-06	1.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18E-06	0	7.24E-06	0	0	0.000230926	0	0	0
Serratia_plymuthica	0	0	0	0	0	0	0	0	0	1.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia_proteamaculans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-06	0	0	0	0	0	0	0	0	0	0	0	0
Serratia_rubidaea	0	2.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29E-06	0	0	0	0	0
Serratia_sp._ATCC_39006	0	7.05E-07	0	0	0	0	0	0	0	0	6.10E-07	0	0	0	0	0	0	1.14E-06	0	3.92E-06	0	0	0	0	0	0	0	0	0	0
Serratia_symbiotica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	0	0
Yersinia_enterocolitica	0	0	0	7.15E-06	0	0	0	0	0	0	0	2.18E-06	0	0	0	0	0	0	0	0	1.42E-05	0	0	0	0	0	0	0	0	0
Yersinia_entomophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68E-07	0	0
Yersinia_pestis	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yersinia_pseudotuberculosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.71E-06	0	0	0	0	0	0	0	3.49E-06	0	0	0	0	0	0	0
Yersinia_rohdei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71E-07
Yersinia_ruckeri	0	0	0	0	0	0	0	0	0	2.32E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-06
Immundisolibacter_cernigliae	0	1.13E-05	0	3.85E-06	0	0	8.80E-07	7.47E-06	1.27E-06	0	1.22E-06	0	0	0	0	0	0	0	0	0	4.58E-06	0	0	5.17E-06	2.26E-06	0	0	8.68E-06	2.42E-05	2.68E-06
Kangiella_geojedonensis	0.000317714	0.000157233	4.19E-05	5.88E-05	0.000272437	0.000312414	0.000184438	1.14E-05	0.006014977	0.00527562	6.10E-05	0.00810143	0.000107761	3.64E-05	4.00E-05	0.000756241	0.005315636	1.42E-05	2.20E-05	0.000511479	2.46E-05	7.38E-05	0.002221905	0.000201328	0.000136734	0.000343302	1.94E-05	4.44E-05	0.001146524	1.07E-05
Kangiella_koreensis	9.74E-06	5.50E-05	4.62E-05	7.20E-05	2.97E-05	6.92E-06	4.69E-06	0.00017407	0.001404313	0.000125886	8.17E-05	0.000164489	3.52E-06	6.50E-06	0.000104515	0.000778356	0.000123867	0.000402621	0.000209369	7.28E-06	0.000505437	0.000367655	0.000577957	1.21E-05	9.70E-07	1.47E-05	5.00E-05	1.13E-05	7.89E-06	0.002373301
Kangiella_profundi	0.000319764	0.000243253	0.000132838	0.000452337	0.000633001	0.00022034	0.000189716	0.000564408	0.001836734	0.005034661	0.000127186	0.004904819	3.22E-05	2.08E-05	0.000460581	0.000722587	0.004469892	0.00053474	0.00054538	0.000391592	0.000455435	0.00260263	0.001277705	0.000359218	1.52E-05	0.000110546	0.000228467	9.81E-05	0.000609014	0.003756106
Kangiella_sediminilitoris	0	0	0	0	5.04E-07	1.06E-06	0	0	0	0	0	7.28E-07	0	3.25E-07	0	0	0	5.69E-07	0	0	0	0	8.73E-07	0	0	0	0	3.34E-07	0	1.34E-06
Aquicella_siphonis	0	0	0	0	0	0	0	0	0	7.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Coxiella_mudrowiae	0	0	0	0	0	0	0	8.79E-07	0	3.09E-06	0	0	0	0	0	0	0	5.69E-07	0	0	4.17E-07	0	0	0	0	0	0	0	0	0
Coxiella_burnetii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69E-07	0	0	0	3.38E-07	0	0	0	0	0	0	0	0
Rickettsiella_endosymbiont_of_Dermanyssus_gallinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-06
Coxiellaceae_bacterium	0	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fluoribacter_dumoffii	0	1.20E-05	0	2.36E-05	0	0	0	0	0	0	0	0	0	0	3.54E-05	2.88E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legionella_adelaidensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Legionella_fallonii	0	0	0	0	0	0	0	0	2.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legionella_geestiana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45E-07	0	0	8.20E-07	0	0	0
Legionella_israelensis	0	0	2.87E-07	1.65E-06	0	0	1.76E-06	0	4.23E-07	7.72E-07	0	1.46E-06	2.52E-07	1.95E-06	1.02E-06	3.37E-06	0	0	0	0	0	0	0	3.45E-07	0	0	2.73E-07	3.34E-07	0	0
Legionella_jordanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37E-06	0	0	0
Legionella_lansingensis	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legionella_pneumophila	0	2.26E-05	0	1.21E-05	0	0	0	0	0	2.86E-05	0	0	1.76E-06	0	1.23E-05	0.000107691	2.05E-05	0	0	0	0	0	2.75E-05	0	0	0	0	0	0	2.01E-06
Legionella_sainthelensi	2.56E-06	7.05E-07	0	0	0	1.06E-06	0	0	0	0	2.75E-06	0	0	0	2.05E-06	0	0	0	0	2.80E-06	9.17E-06	8.44E-07	0	2.07E-06	0	0	0	2.34E-06	0	1.34E-06
Legionella_spiritensis	0	0	1.72E-06	5.50E-07	0	0	0	0	0	1.39E-05	0	6.55E-06	5.04E-07	0	0	0	3.28E-06	7.40E-06	0	0	0	0	0	0	0	0	0	0	0	1.34E-06
Legionella_waltersii	0	0	0	0	0	0	0	0	0	0	0	0	1.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tatlockia_micdadei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07E-07	0	0	0	0
Candidatus_Methylospira_mobilis	0	1.97E-05	0	5.50E-07	5.04E-07	0	0	0	0	1.16E-05	0	1.09E-05	0	0	0	0	2.54E-05	0	0	0	0	0	0	0	0	0	0	0	1.48E-06	0
Methylocaldum_marinum	1.54E-06	4.23E-06	2.58E-06	1.10E-06	1.31E-05	7.98E-06	1.17E-06	1.49E-05	2.54E-06	5.41E-06	1.53E-06	6.55E-06	7.55E-07	2.92E-06	3.59E-06	3.85E-06	1.64E-06	9.68E-06	1.02E-05	0	3.33E-06	1.69E-06	0	3.10E-06	2.91E-06	3.55E-06	3.01E-06	4.67E-06	0	6.04E-06
Methylococcus_capsulatus	0	4.94E-06	1.15E-06	2.75E-06	0	1.06E-06	5.86E-07	0	8.46E-07	0	0	0	0	0	3.07E-06	4.81E-07	0	0	1.53E-06	0	4.17E-07	1.69E-07	8.73E-07	0	0	0	0	0	0	0
Methylococcus_geothermalis	0	0	0	0	0	0	0	0	4.23E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07E-07	0	0	0	0
Methylococcus_sp._EFPC2	0	0	0	0	0	0	0	0	0	0	6.10E-07	0	0	0	0	0	8.20E-07	0	0	0	8.33E-07	0	0	0	0	0	0	0	0	0
Methylococcus_sp._Mc7	5.12E-07	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-07	0	0	0	0	0	0	3.34E-07	4.93E-07	0
Methylogaea_oryzae	0	0	0	0	0	0	0	0	0	7.72E-07	3.05E-07	0	0	0	0	0	0	5.69E-07	0	0	0	0	0	0	0	0	0	0	0	0
Methylomicrobium_album	0	0	0	0	0	2.13E-06	0	0	0	0	3.05E-07	0	0	0	0	0	0	0	0	2.24E-06	0	0	0	0	0	0	2.73E-07	0	0	0
Methylomicrobium_sp._wino1	6.66E-06	0	0	3.85E-06	1.01E-06	2.13E-06	3.52E-06	0	2.54E-06	3.09E-06	9.15E-07	8.73E-06	0	1.30E-06	3.59E-06	9.62E-07	4.92E-06	0	3.57E-06	0	4.17E-07	3.38E-07	2.62E-06	1.72E-06	0	0	1.09E-06	1.67E-06	2.47E-06	0
Methylomonas_denitrificans	0	0	0	0	0	0	0	4.40E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73E-07	0	2.47E-06	0
Methylomonas_koyamae	0	0	0	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylomonas_methanica	0	0	0	0	0	0	5.86E-07	0	0	1.54E-06	6.10E-07	3.64E-06	0	0	1.02E-06	0	1.64E-06	0	0	0	0	0	8.73E-07	0	6.46E-07	0	0	2.00E-06	0	0
Methylomonas_rhizoryzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34E-07	0	0
Methylomonas_sp._DH-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02E-06	0	0	0	0	0	0	0	0	0	0	0
Methylomonas_sp._EFPC1	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	1.02E-06	0	0	0	0	1.68E-06	0	0	0	0	0	0	0	0	0	0
Methylomonas_sp._LL1	0	0	0	5.50E-07	0	0	0	0	0	0	0	7.28E-07	0	9.75E-07	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0
Methylomonas_sp._LW13	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uncultured_Methylomonas_sp.	0	0	0	0	0	0	0	0	0	0	0	0.000123003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyloprofundus_sp.	0	0	0	0	0	0	0	0	0	7.72E-07	0	0	0	6.50E-07	0	0	0	0	0	5.60E-07	0	0	0	0	0	5.07E-07	0	0	9.86E-07	0
Methylotuvimicrobium_alcaliphilum	0	0	0	0	0	0	0	0	8.46E-07	0	6.10E-07	0	0	1.62E-06	0	0	8.20E-07	2.28E-06	0	0	0	3.38E-07	0	0	0	0	0	0	0	0
Methylotuvimicrobium_buryatense	0	2.12E-06	0	1.65E-06	0	1.06E-06	0	0	0	2.32E-06	3.05E-07	0	0	3.25E-07	1.54E-06	1.44E-06	1.64E-06	5.69E-07	0	0	2.08E-06	0	4.37E-07	3.45E-07	0	2.03E-06	0	0	0	3.35E-06
Methylomonas_clara	0.000189603	0	3.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12E-05	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii	0.000382281	7.61E-05	0	7.31E-05	5.44E-05	0.000101122	0	6.02E-05	0	0.000244821	6.77E-05	0.004603499	8.01E-05	0	4.35E-05	0	0.000552071	0.001153764	0.000351842	0	0.000400849	5.44E-05	0	0.000182022	0	0.000223628	7.30E-05	7.18E-05	9.67E-05	0.001610143
Acinetobacter_bereziniae	0	0	0	0	0	6.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83E-06	0	0	0
Acinetobacter_cumulans	0	0	0	0	0	0	0	0	0	5.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13E-06	0	0	0	0	0	0	0	0	0	2.67E-06	0	0
Acinetobacter_guillouiae	3.18E-05	1.41E-06	5.74E-07	4.40E-06	2.32E-05	3.19E-05	5.86E-06	8.79E-06	8.46E-07	5.41E-06	6.10E-07	0	5.04E-07	9.75E-06	3.07E-06	1.54E-05	2.46E-06	1.71E-06	1.89E-05	4.54E-05	8.33E-06	1.69E-07	3.93E-06	1.52E-05	4.53E-06	2.89E-05	1.53E-05	1.50E-05	3.85E-05	2.01E-05
Acinetobacter_haemolyticus	5.64E-06	3.53E-06	1.43E-06	1.21E-05	9.06E-06	0	1.17E-06	1.14E-05	0	3.09E-05	0	0	1.26E-06	0	8.71E-06	0	5.74E-06	3.99E-06	0	0	5.00E-06	0	0	0	0	0	0	0	4.44E-06	0
Acinetobacter_indicus	6.15E-06	5.64E-06	0	4.95E-06	0	0	0	0	0	0	0	8.01E-06	0	0	0	1.44E-06	9.02E-06	0	0	0	0	0	0	0	9.70E-07	0	1.91E-06	2.00E-06	0	0
Acinetobacter_johnsonii	5.94E-05	5.50E-05	4.65E-05	4.01E-05	1.91E-05	9.58E-05	0	9.23E-05	1.27E-05	6.64E-05	0.000110106	2.04E-05	1.16E-05	1.17E-05	1.18E-05	2.55E-05	4.02E-05	8.54E-05	0.000187411	7.06E-05	4.88E-05	7.26E-06	0	1.97E-05	0	8.42E-05	2.19E-06	7.34E-06	7.99E-05	0.000140829
Acinetobacter_junii	0	7.76E-06	0	1.98E-05	4.53E-06	0	0	1.41E-05	5.92E-06	6.18E-06	4.27E-06	7.28E-06	5.29E-06	0	2.05E-06	8.17E-06	0	1.31E-05	5.06E-05	6.16E-06	7.50E-06	1.18E-06	3.49E-06	0	1.62E-06	0	3.01E-06	0	8.88E-06	0.000630377
Acinetobacter_larvae	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_lwoffii	0	7.76E-06	3.93E-05	2.91E-05	0	0	0	1.27E-05	6.77E-06	6.64E-05	3.39E-05	3.13E-05	5.04E-06	0	0	2.84E-05	0.000105	0	2.35E-05	4.20E-05	5.00E-06	6.76E-06	0	4.14E-06	3.88E-06	0	0	3.67E-06	0	3.55E-05
Acinetobacter_nosocomialis	0	1.20E-05	0	2.42E-05	0	0	0	0	3.38E-06	6.95E-06	1.83E-06	1.46E-05	0	5.52E-06	3.43E-05	0	2.38E-05	6.26E-06	1.38E-05	2.24E-05	0	0	0	3.00E-05	0	0	7.65E-06	1.34E-06	0	0
Acinetobacter_oleivorans	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	9.62E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_piscicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83E-06	8.17E-06	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_pittii	0	0	0	0	0	0	0	6.59E-06	0	0	2.75E-06	1.75E-05	0	0	5.12E-06	0	1.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.72E-06
Acinetobacter_pseudolwoffii	5.64E-06	0	0	0	0	0	1.08E-05	0	0	7.72E-06	0	0	0	0	0	4.81E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	6.04E-06
Acinetobacter_radioresistens	0	0	0	0	0	7.45E-06	0	0	0	3.86E-06	0	0	0	0	0	0	1.23E-05	0	1.28E-05	3.92E-06	0	0	0	0	0	0	0	1.00E-06	2.96E-06	2.68E-06
Acinetobacter_schindleri	7.17E-06	0	3.73E-06	0	0	0	0	0	0	0	0	4.37E-06	0	0	0	0	7.38E-06	5.13E-06	6.18E-05	0	0	0	0	0	0	0	0	0	0	0.000142841
Acinetobacter_seifertii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05E-06	0	0	0	0	0	2.50E-06	0	0	0	0	8.62E-06	0	0	0	0
Acinetobacter_septicus	1.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.62E-07	0	1.14E-06	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._10FS3-1	0	0	0	0	0	0	0	0	0	5.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._ACNIH2	7.17E-06	0	0	0	0	0	0	3.52E-06	0	0	9.15E-07	0	0	0	0	0	0	0	2.55E-06	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._CS-2	1.54E-05	7.76E-06	0	9.89E-06	0	0	5.86E-06	0	0	0	0	0	0	0	0	0	2.71E-05	1.42E-05	8.17E-06	0	0	0	0	0	0	0	1.34E-05	0	2.56E-05	0
Acinetobacter_sp._Colony158	0	0	1.15E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._F9	0	0	0	0	0	0	1.47E-06	0	0	0	0	0	0	0	0	0	2.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._FDAARGOS_493	0	0.000585921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._MYb10	0	0	0	0	4.03E-06	0	0	4.84E-06	0	0	0	0	0	0	0	0	0	0	3.06E-06	0	0	0	0	3.79E-06	9.70E-07	1.52E-06	5.47E-07	6.68E-07	1.48E-06	4.02E-06
Acinetobacter_sp._NEB_394	0	0	0	0	0	0	0	0	0	0	0	8.73E-06	0	0	1.95E-05	0	0	0	1.74E-05	0	0	0	0	0	0	0	0	0	0	1.07E-05
Acinetobacter_sp._SWBY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42E-06	0
Acinetobacter_sp._TGL-Y2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._TTH0-4	0	4.23E-06	0	4.40E-06	0	0	0	0	0	0	0	2.18E-06	0	0	6.15E-06	0	1.39E-05	0	0	0	0	0	0	2.76E-06	1.29E-06	0	0	1.00E-06	0	2.01E-06
Acinetobacter_sp._WCHA45	0	8.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37E-06	0	0	0
Acinetobacter_sp._WCHA55	0	0	0	0	1.26E-05	3.14E-05	2.35E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.36E-05	0	0	0	0	0	1.52E-05	0	0	0	0
Acinetobacter_sp._WCHAc010034	8.71E-06	2.26E-05	8.61E-06	1.04E-05	0	0	5.86E-07	0	2.54E-06	0	0	1.02E-05	0	0	6.15E-06	0	5.74E-06	2.39E-05	4.09E-06	0	0	6.76E-07	0	1.03E-06	9.70E-07	0	1.09E-06	0	0	5.36E-06
Acinetobacter_sp._WY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._YH12138	0	2.12E-06	0	0	0	0	0	0	0	3.09E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_tandoii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85E-06	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_towneri	2.82E-05	0	2.30E-06	0	0	1.60E-05	0	0	2.12E-06	1.85E-05	0	0	0	1.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.19E-06	0	0	0
