GeneFamily	Description
K15778	pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
K15781	serB-plsC; putative phosphoserine phosphatase / 1-acylglycerol-3-phosphate O-acyltransferase [EC:3.1.3.3 2.3.1.51]
K15782	"doeX; Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes"
K15783	doeA; ectoine hydrolase [EC:3.5.4.44]
K15784	"doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]"
K15785	"doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]"
K15786	doeC; aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]
K15827	hycB; formate hydrogenlyase subunit 2
K15829	hycD; formate hydrogenlyase subunit 4
K15830	hycE; formate hydrogenlyase subunit 5
K15831	hycF; formate hydrogenlyase subunit 6
K15832	hycG; formate hydrogenlyase subunit 7
K15834	hycH; formate hydrogenlyase maturation protein HycH
K15852	"luxR, vanR; LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon"
K15862	ccoNO; cytochrome c oxidase cbb3-type subunit I/II [EC:1.9.3.1]
K15864	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]
K15865	CDKAL1; threonylcarbamoyladenosine tRNA methylthiotransferase CDKAL1 [EC:2.8.4.5]
K15866	"paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]"
K15888	"uppS, cpdS; tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]"
K15894	"pseB; UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.115]"
K15898	"pseI, neuB3; pseudaminic acid synthase [EC:2.5.1.97]"
K15899	pseF; pseudaminic acid cytidylyltransferase [EC:2.7.7.81]
K15922	yihQ; sulfoquinovosidase [EC:3.2.1.199]
K15923	"AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]"
K15977	K15977; putative oxidoreductase
K15984	rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]
K15986	ppaC; manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]
K15987	hppA; K(+)-stimulated pyrophosphate-energized sodium pump
K16011	"algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]"
K16012	"cydC; ATP-binding cassette, subfamily C, bacterial CydC"
K16013	"cydD; ATP-binding cassette, subfamily C, bacterial CydD"
K16020	"rifG, asm47; 5-deoxy-5-amino-3-dehydroquinate synthase"
K16049	"hsaC; 3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase [EC:1.13.11.25]"
K16052	"ynaI, mscMJ; MscS family membrane protein"
K16053	"ybdG, mscM; miniconductance mechanosensitive channel"
K16055	TPS; trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
K16066	ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-]
K16074	zntB; zinc transporter
K16077	scrY; sucrose porin
K16087	"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein"
K16089	"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins"
K16090	fiu; catecholate siderophore receptor
K16091	fecA; Fe(3+) dicitrate transport protein
K16092	btuB; vitamin B12 transporter
K16135	"dmlR; LysR family transcriptional regulator, transcriptional activator for dmlA"
K16136	"malI; LacI family transcriptional regulator, maltose regulon regulatory protein"
K16137	"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
K16138	"uidR; TetR/AcrR family transcriptional regulator, repressor for uid operon"
K16139	"uidB, gusB; glucuronide carrier protein"
K16140	"uidC, gusC; putative glucuronide porin"
K16147	glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]
K16150	K16150; glycogen synthase [EC:2.4.1.11]
K16165	nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
K16171	faaH; fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]
K16209	"lacS, galP, rafP; lactose/raffinose/galactose permease"
K16210	"togT, rhiT; oligogalacturonide transporter"
K16211	"malY, malT; maltose/moltooligosaccharide transporter"
K16213	"cbe, mbe; cellobiose epimerase [EC:5.1.3.11]"
K16216	yueD; benzil reductase ((S)-benzoin forming) [EC:1.1.1.320]
K16235	mmuP; S-methylmethionine transporter
K16238	"eat, eutP; ethanolamine permease"
K16263	yjeH; amino acid efflux transporter
K16264	"czcD, zitB; cobalt-zinc-cadmium efflux system protein"
K16291	"erfK; L,D-transpeptidase ErfK/SrfK"
K16306	"K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"
K16317	trmY; tRNA (pseudouridine54-N1)-methyltransferase [EC:2.1.1.257]
K16321	gntP; high-affinity gluconate transporter
K16322	pit; low-affinity inorganic phosphate transporter
K16324	psuT; putative pseudouridine transporter
K16325	nupX; nucleoside permease
K16326	"yeiL; CRP/FNR family transcriptional regulator, putaive post-exponential-phase nitrogen-starvation regulator"
K16328	psuK; pseudouridine kinase [EC:2.7.1.83]
K16329	psuG; pseudouridylate synthase [EC:4.2.1.70]
K16345	xanP; xanthine permease XanP
K16346	xanQ; xanthine permease XanQ
K16348	ecnB; entericidin B
K16363	lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
K16370	pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]
K16371	"gatZ-kbaZ; D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ"
K16509	spxA; regulatory protein spx
K16515	galB; 4-oxalomesaconate hydratase [EC:4.2.1.83]
K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
K16693	wzxE; enterobacterial common antigen flippase
K16695	wzxC; lipopolysaccharide exporter
K16704	"rffC, wecD; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]"
K16710	"wcaK, amsJ; colanic acid/amylovoran biosynthesis protein"
K16711	wcaM; colanic acid biosynthesis protein WcaM
K16784	bioM; biotin transport system ATP-binding protein [EC:3.6.3.-]
K16785	ecfT; energy-coupling factor transport system permease protein
K16786	ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K16787	ecfA2; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K16840	hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
K16841	hpxA; allantoin racemase [EC:5.1.99.3]
K16844	comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]
K16845	suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]
K16846	suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]
K16871	POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]
K16872	E2.3.1.207; beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]
K16880	hmfE; 2-oxoglutaroyl-CoA hydrolase
K16885	"qmoA; quinone-modifying oxidoreductase, subunit QmoA"
K16887	"qmoC; quinone-modifying oxidoreductase, subunit QmoC"
K16898	addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]
K16924	mtsT; energy-coupling factor transport system substrate-specific component
K16937	doxD; thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2]
K16961	yxeM; putative S-methylcysteine transport system substrate-binding protein
K16962	yxeN; putative S-methylcysteine transport system permease protein
K16963	yxeO; putative S-methylcysteine transport system ATP-binding protein
K17067	mdo; formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37]
K17077	artQ; arginine/lysine/histidine transport system permease protein
K17103	"CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"
K17104	E2.5.1.41; phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]
K17195	alsE; D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]
K17202	"K17202, eryG; erythritol transport system substrate-binding protein"
K17206	xltB; putative xylitol transport system permease protein
K17213	K17213; inositol transport system substrate-binding protein
K17214	K17214; inositol transport system permease protein
K17218	sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]
K17222	soxA; L-cysteine S-thiosulfotransferase [EC:2.8.5.2]
K17223	soxX; L-cysteine S-thiosulfotransferase [EC:2.8.5.2]
K17224	soxB; S-sulfosulfanyl-L-cysteine sulfohydrolase [EC:3.1.6.20]
K17225	soxC; sulfane dehydrogenase subunit SoxC
K17227	soxZ; sulfur-oxidizing protein SoxZ
K17247	msrQ; methionine sulfoxide reductase heme-binding subunit
K17248	"pglJ; N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.291]"
K17285	SELENBP1; selenium-binding protein 1
K17315	"gtsA, glcE; glucose/mannose transport system substrate-binding protein"
K17316	"gtsB, glcF; glucose/mannose transport system permease protein"
K17317	"gtsC, glcG; glucose/mannose transport system permease protein"
K17318	"K17318, lplA; putative aldouronate transport system substrate-binding protein"
K17321	glpV; glycerol transport system substrate-binding protein
K17322	"K17322, glpP; glycerol transport system permease protein"
K17323	glpQ; glycerol transport system permease protein
K17324	glpS; glycerol transport system ATP-binding protein
K17325	"K17325, glpT; glycerol transport system ATP-binding protein"
K17472	"cymR; Rrf2 family transcriptional regulator, cysteine metabolism repressor"
K17486	dmdA; dimethylsulfoniopropionate demethylase [EC:2.1.1.269]
K17675	"SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]"
K17677	IRC3; ATP-dependent helicase IRC3 [EC:3.6.4.-]
K17686	"copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]"
K17713	bamB; outer membrane protein assembly factor BamB
K17716	capD; UDP-glucose 4-epimerase [EC:5.1.3.2]
K17722	preT; dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]
K17723	preA; dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
K17735	"lcdH, cdhA; carnitine 3-dehydrogenase [EC:1.1.1.108]"
K17758	nnr; ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]
K17759	"AIBP, nnrE; NAD(P)H-hydrate epimerase [EC:5.1.99.6]"
K17762	rsbS; rsbT antagonist protein RsbS
K17828	pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
K17829	ccrA; crotonyl-CoA reductase [EC:1.3.1.86]
K17830	GGR; digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]
K17836	penP; beta-lactamase class A [EC:3.5.2.6]
K17838	oxa; beta-lactamase class D [EC:3.5.2.6]
K17865	croR; 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]
K17883	mtr; mycothione reductase [EC:1.8.1.15]
K17893	"AOX1, AOX2; ubiquinol oxidase [EC:1.10.3.11]"
K17938	"sbmA, bacA; peptide/bleomycin uptake transporter"
K17948	nanM; N-acetylneuraminate epimerase [EC:5.1.3.24]
K17950	cuyA; L-cysteate sulfo-lyase [EC:4.4.1.25]
K18005	hoxF; [NiFe] hydrogenase diaphorase moiety large subunit [EC:1.12.1.2]
K18007	hoxY; NAD-reducing hydrogenase small subunit [EC:1.12.1.2]
K18013	kce; 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]
K18014	kal; 3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]
K18015	"elaD, sseL; deubiquitinase [EC:3.4.22.-]"
K18136	"acrR; TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor"
K18138	"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump"
K18139	"oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system"
K18141	"acrE; membrane fusion protein, multidrug efflux system"
K18142	acrF; multidrug efflux pump
K18218	tet35; tetracycline resistance efflux pump
K18221	"tetX; tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]"
K18223	prmA; propane 2-monooxygenase large subunit [EC:1.14.13.227]
K18224	prmC; propane 2-monooxygenase small subunit [EC:1.14.13.227]
K18225	prmB; propane monooxygenase reductase component [EC:1.18.1.-]
K18226	prmD; propane monooxygenase coupling protein
K18231	"msrA, vmlR; macrolide transport system ATP-binding/permease protein"
K18234	vat; virginiamycin A acetyltransferase [EC:2.3.1.-]
K18235	vgb; virginiamycin B lyase [EC:4.2.99.-]
K18236	"lnuB_F, lin; lincosamide nucleotidyltransferase B/F"
K18277	tmm; trimethylamine monooxygenase [EC:1.14.13.148]
K18285	mqnE; aminodeoxyfutalosine synthase [EC:2.5.1.120]
K18288	ict-Y; itaconate CoA-transferase [EC:2.8.3.-]
K18298	"mexE; membrane fusion protein, multidrug efflux system"
K18320	"IS15, IS26; transposase, IS6 family"
K18326	"mdtD; MFS transporter, DHA2 family, multidrug resistance protein"
K18330	hndA; NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3]
K18331	hndC; NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3]
K18332	hndD; NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]
K18333	K18333; L-fucose dehydrogenase
K18334	fucD; L-fuconate dehydratase [EC:4.2.1.68]
K18335	K18335; 2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-]
K18358	padF; phenylglyoxylate dehydrogenase delta subunit [EC:1.2.1.58]
K18364	"bphH, xylJ, tesE; 2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132]"
K18365	"bphI, xylK, nahM, tesG; 4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]"
K18366	"bphJ, xylQ, nahO, tesF; acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]"
K18382	adh1; NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-]
K18425	dhaa; 3-hydroxy-D-aspartate aldolase [EC:4.1.3.41]
K18434	virD2; type IV secretion system T-DNA border endonuclease VirD2
K18446	ygiF; triphosphatase [EC:3.6.1.25]
K18459	gpuA; guanidinopropionase [EC:3.5.3.17]
K18476	"tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein"
K18478	yihV; sulfofructose kinase [EC:2.7.1.184]
K18479	yihS; sulfoquinovose isomerase [EC:5.3.1.31]
K18480	linN; cholesterol transport system auxiliary component
K18530	frvX; putative aminopeptidase FrvX [EC:3.4.11.-]
K18531	frvR; putative frv operon regulatory protein
K18552	"cmlA, cmlB, floR; MFS transporter, DHA1 family, florfenicol/chloramphenicol resistance protein"
K18554	cpt; chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
K18555	"qnr, mcbG; fluoroquinolone resistance protein"
K18586	COQ4; ubiquinone biosynthesis protein COQ4
K18587	COQ9; ubiquinone biosynthesis protein COQ9
K18588	COQ10; coenzyme Q-binding protein COQ10
K18589	"dfrA1, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]"
K18593	K18593; 4-hydroxybutyryl-CoA synthetase (ADP-forming) [EC:6.2.1.-]
K18601	K18601; aldehyde dehydrogenase [EC:1.2.1.-]
K18602	K18602; malonic semialdehyde reductase [EC:1.1.1.-]
K18603	K18603; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]
K18604	K18604; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]
K18640	parM; plasmid segregation protein ParM
K18657	zapC; cell division protein ZapC
K18661	matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K18672	dacA; diadenylate cyclase [EC:2.7.7.85]
K18675	"chbP; N,N'-diacetylchitobiose phosphorylase [EC:2.4.1.280]"
K18676	gspK; glucosamine kinase [EC:2.7.1.8]
K18678	VTE5; phytol kinase [EC:2.7.1.182]
K18682	rny; ribonucrease Y [EC:3.1.-.-]
K18688	fadD19; 3-oxocholest-4-en-26-oate---CoA ligase [EC:6.2.1.42]
K18691	mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]
K18698	blaTEM; beta-lactamase class A TEM [EC:3.5.2.6]
K18700	flK; fluoroacetyl-CoA thioesterase [EC:3.1.2.29]
K18702	uctC; CoA:oxalate CoA-transferase [EC:2.8.3.19]
K18707	mtaB; threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]
K18765	csrD; RNase E specificity factor CsrD
K18778	zapD; cell division protein ZapD
K18779	tgtA; 7-cyano-7-deazaguanine tRNA-ribosyltransferase [EC:2.4.2.48]
K18785	"mp2; beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]"
K18786	E2.4.1.321; cellobionic acid phosphorylase [EC:2.4.1.321]
K18790	blaOXA-1; beta-lactamase class D OXA-1 [EC:3.5.2.6]
K18795	blaCARB-1; beta-lactamase class A CARB-1 [EC:3.5.2.6]
K18800	ubiI; 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
K18817	hph; hygromycin-B 4-O-kinase [EC:2.7.1.163]
K18824	sul2; dihydropteroate synthase type 2 [EC:2.5.1.15]
K18825	sul3; dihydropteroate synthase type 3 [EC:2.5.1.15]
K18827	"wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]"
K18828	"mvpA, vapC; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]"
K18829	"mvpT, vapB; antitoxin VapB"
K18831	higA; HTH-type transcriptional regulator / antitoxin HigA
K18841	"chpB, chpBK; mRNA interferase ChpB [EC:3.1.-.-]"
K18850	ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]
K18855	E1.1.1.374; UDP-N-acetylglucosamine 3-dehydrogenase [EC:1.1.1.374]
K18882	"priL, pri2, priB; DNA primase large subunit"
K18889	"mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump"
K18890	"mdlB, smdB; ATP-binding cassette, subfamily B, multidrug efflux pump"
K18893	"vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump"
K18898	"mdtE; membrane fusion protein, multidrug efflux system"
K18910	"dpe, lre; D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]"
K18912	egtB; gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]
K18916	ptxD; phosphonate dehydrogenase [EC:1.20.1.1]
K18923	stbD; antitoxin StbD
K18927	"lldR; LysR family transcriptional regulator, L-lactate utilization regulator"
K18928	lldE; L-lactate dehydrogenase complex protein LldE
K18929	lldF; L-lactate dehydrogenase complex protein LldF
K18930	dld; D-lactate dehydrogenase
K18939	"lmrA, yxaF; TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor"
K18955	"whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator"
K18958	"whiB7; WhiB family transcriptional regulator, redox-sensing transcriptional regulator"
K18974	sul1; dihydropteroate synthase type 1 [EC:2.5.1.15]
K18975	"ebr, qacEdelta1; small multidrug resistance pump"
K18979	queG; epoxyqueuosine reductase [EC:1.17.99.6]
K18981	udh; uronate dehydrogenase [EC:1.1.1.203]
K18983	gci; D-galactarolactone cycloisomerase [EC:5.5.1.27]
K18988	ampH; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]
K18989	vexF; multidrug efflux pump
K18990	"vexE; membrane fusion protein, multidrug efflux system"
K18996	repC; replication initiation protein RepC
K18997	cbpM; chaperone modulatory protein CbpM
K19000	rof; Rho-binding antiterminator
K19033	"PSRP4, RPS31; 30S ribosomal protein S31"
K19049	cslA; chondroitin AC lyase [EC:4.2.2.5]
K19055	"prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]"
K19057	"merD; MerR family transcriptional regulator, mercuric resistance operon regulatory protein"
K19058	merC; mercuric ion transport protein
K19060	"mphR; TetR/AcrR family transcriptional regulator, macrolide resistance operon repressor"
